"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 16, 2021","1,299.31","1,293.92","1,304.37","1,293.92","415.12K","0.42%"
"Jul 15, 2021","1,293.92","1,279.91","1,299.18","1,270.77","419.14K","1.09%"
"Jul 14, 2021","1,279.91","1,297.54","1,305.37","1,264.68","547.97K","-1.36%"
"Jul 13, 2021","1,297.54","1,296.30","1,307.73","1,278.30","500.18K","0.10%"
"Jul 12, 2021","1,296.30","1,347.14","1,347.14","1,270.06","912.74K","-3.77%"
"Jul 09, 2021","1,347.14","1,374.68","1,374.68","1,335.90","713.99K","-2.00%"
"Jul 08, 2021","1,374.68","1,388.55","1,388.55","1,363.92","552.30K","-1.00%"
"Jul 07, 2021","1,388.55","1,354.79","1,388.55","1,334.58","785.19K","2.49%"
"Jul 06, 2021","1,354.79","1,417.10","1,417.95","1,354.79","799.51K","-3.99%"
"Jul 05, 2021","1,411.13","1,420.27","1,420.27","1,399.34","814.46K","-0.64%"
"Jul 02, 2021","1,420.27","1,422.89","1,424.28","1,415.82","706.83K","0.23%"
"Jul 01, 2021","1,417.08","1,412.15","1,417.27","1,402.18","753.56K","0.61%"
"Jun 30, 2021","1,408.55","1,410.83","1,419.61","1,408.18","595.29K","-0.11%"
"Jun 29, 2021","1,410.04","1,408.34","1,416.34","1,406.87","647.39K","0.30%"
"Jun 28, 2021","1,405.81","1,397.96","1,406.02","1,390.56","699.51K","1.13%"
"Jun 25, 2021","1,390.12","1,382.11","1,390.12","1,372.80","598.11K","0.75%"
"Jun 24, 2021","1,379.72","1,376.87","1,384.71","1,372.99","591.75K","0.21%"
"Jun 23, 2021","1,376.87","1,383.15","1,388.33","1,372.06","710.77K","-0.22%"
"Jun 22, 2021","1,379.97","1,380.84","1,385.98","1,375.00","746.95K","0.53%"
"Jun 21, 2021","1,372.63","1,373.59","1,381.74","1,367.85","768.18K","-0.37%"
"Jun 18, 2021","1,377.77","1,366.19","1,377.77","1,363.52","809.47K","1.31%"
"Jun 17, 2021","1,359.92","1,341.06","1,364.55","1,337.49","768.73K","0.25%"
"Jun 16, 2021","1,356.52","1,363.85","1,370.14","1,350.73","769.63K","-0.79%"
"Jun 15, 2021","1,367.36","1,361.58","1,372.72","1,356.59","730.94K","0.41%"
"Jun 14, 2021","1,361.72","1,352.73","1,368.53","1,352.73","775.73K","0.74%"
"Jun 11, 2021","1,351.74","1,326.79","1,352.47","1,322.08","731.26K","2.13%"
"Jun 10, 2021","1,323.58","1,332.90","1,336.71","1,317.49","723.49K","-0.70%"
"Jun 09, 2021","1,332.90","1,323.52","1,339.14","1,312.08","822.29K","0.99%"
"Jun 08, 2021","1,319.88","1,355.36","1,364.48","1,318.11","924.51K","-2.86%"
"Jun 07, 2021","1,358.78","1,374.59","1,375.74","1,347.21","876.69K","-1.11%"
"Jun 04, 2021","1,374.05","1,367.06","1,374.05","1,360.42","943.33K","0.72%"
"Jun 03, 2021","1,364.28","1,345.21","1,366.00","1,345.21","898.88K","1.75%"
